CasteMembership,Intelligence,BrainMass,HoursWorked,AnnualIncome
4,115.53765,2395.6291,54,935.04934
2,127.25307,2009.8555,12,466.10782
4,121.46841,2410.7291,45,1047.2741
3,119.22999,2164.3757,53,809.28742
5,135.53427,3061.5173,27,624.5057
4,106.23446,2611.3381,38,892.35234
3,56.408926,1648.2439,24,539.1115
2,84.749704,1614.9604,8,481.68161
4,83.058585,2474.4481,58,763.85146
4,128.13515,2862.6516,16,608.64612
1,92.561107,1397.4488,44,743.96815
2,112.3602,1835.5333,30,628.3501
1,79.640444,1050.9441,23,520.02233
4,142.86319,2939.6004,13,542.89532
5,132.72761,3302.7202,46,815.5899
5,96.306574,1674.2878,43,761.22801
3,84.543965,1389.3838,30,683.73722
2,82.269693,1681.8901,46,1028.2813
3,73.071402,1524.5532,55,748.76676
4,116.10649,2578.353,19,423.1863
3,119.79366,2451.5511,23,634.09025
3,70.752062,1277.3252,40,723.96722
1,67.98868,1260.0976,14,382.69774
4,128.87213,2605.4879,48,926.21658
4,131.6275,2599.031,42,867.01819
2,65.453173,905.97823,40,572.10101
1,53.871855,1439.9042,12,454.13614
1,69.062822,500,29,564.21074
4,85.937687,1485.2891,61,847.52763
3,86.252764,2042.4149,16,424.12958
5,167.35725,3872.999,41,886.88174
5,127.93355,3226.326,64,1121.9193
4,110.90554,3253.2843,15,758.89132
3,68.597899,1378.8603,24,463.45786
4,117.8376,2538.5524,36,830.41701
2,78.749232,1693.7662,43,770.46358
4,119.71624,2312.562,33,821.1827
2,55.777453,881.66396,37,583.70433
3,103.51003,2280.437,21,573.57459
3,43.378841,1607.4761,12,420.83367
3,72.351981,1898.3483,30,668.82032
4,110.29743,2408.1261,46,769.88146
5,131.39065,2848.3138,26,583.03937
5,85.772616,2174.5012,23,585.71321
5,131.99597,3239.1913,50,991.4479
3,59.159103,1051.5613,45,619.33345
1,87.814358,1487.7222,4,417.58021
4,119.3751,2279.6288,61,950.93066
1,83.231441,1780.0313,4,454.5864
1,78.899935,800.92362,32,512.41865
4,125.92414,3019.3719,46,924.34825
3,130.67804,3445.366,54,986.59931
2,98.226214,908.36688,52,712.8176
1,101.4607,1383.2705,49,998.60951
4,105.63666,2121.054,23,472.47668
1,58.539982,586.62828,26,683.73232
2,47.864812,1346.7619,41,706.88281
1,102.60372,1573.9517,6,363.1148
1,46.824141,1283.8291,50,719.99654
4,97.898688,1988.1058,27,631.78539
2,79.198094,1063.1358,10,630.75508
4,93.613793,2347.5963,14,386.79412
5,141.75993,3547.5019,35,829.83475
5,116.55918,3058.6958,16,457.11841
1,73.602862,736.65883,8,253.86868
2,131.21471,1814.1015,9,479.42363
5,124.11837,2359.3148,45,842.30262
1,83.920373,1421.4439,46,923.78322
3,91.779037,1862.9171,47,1069.6068
5,130.37588,2888.4488,36,693.70419
4,107.95148,2725.0253,32,626.18609
1,35.259758,500,9,248.37847
2,90.332642,1643.1427,12,513.24246
5,153.43752,3859.0124,44,1035.5277
5,133.10902,3385.1124,34,708.18414
2,128.74127,1977.415,48,973.58273
1,71.300872,500,36,617.28796
2,75.734343,1362.4608,43,714.32917
3,121.23709,2042.7578,47,938.66832
4,124.34047,2671.2469,59,987.71417
2,92.004212,1912.0906,48,809.48913
5,112.06213,2206.7355,35,737.18646
2,96.572955,1268.4715,41,900.85212
4,120.68527,2458.263,56,754.76175
5,158.34505,4354.0104,51,991.55113
3,112.7442,2295.3704,59,984.3901
3,76.474218,1456.1592,35,694.22726
1,73.083193,500,52,875.61815
4,129.9622,2451.7831,62,1028.2886
2,65.891536,1148.1834,42,738.34379
3,97.281668,1830.4939,19,789.32019
2,61.541829,1185.7559,33,744.44798
5,107.91872,3153.0843,29,599.12335
5,152.90063,3062.2862,43,777.06276
2,86.740965,1333.156,41,662.31576
3,108.81051,2304.3045,34,651.61599
2,93.811456,608.44361,10,378.3124
5,119.74751,2878.7477,42,702.4554
1,64.873154,1023.5429,26,620.06478
4,111.44451,2363.117,35,793.5502
5,168.80568,3531.6182,50,883.07279
4,87.820998,1693.9971,13,606.79389
3,111.35856,2133.9082,23,725.66441
5,107.7914,1816.3502,65,983.84807
4,66.581478,1425.5232,24,656.01996
1,50.749323,500,26,457.96126
1,65.590126,1473.0824,41,781.34923
4,104.26001,1977.901,38,718.36655
3,101.74863,2018.6894,51,961.08172
1,74.310515,1494.8698,51,700.69708
3,103.28427,2369.6534,34,528.78717
2,73.854811,1461.7019,44,763.59633
3,105.52381,1690.1453,17,446.07567
2,120.03878,2302.7391,8,475.47276
3,84.360059,1773.4884,33,631.89425
2,78.563937,1609.1114,24,437.36359
1,76.052839,1757.1312,52,982.40654
1,71.623772,500,46,638.27147
1,72.91552,658.28301,9,404.55432
4,125.6043,3023.5853,30,610.88052
3,118.70802,2409.7702,20,670.71527
5,136.62649,3163.1947,24,675.76516
1,79.236205,780.88239,42,604.31167
5,131.65896,3900.5288,42,980.55617
4,113.16282,2417.137,57,1006.197
3,98.634492,1849.9346,16,343.3612
2,72.037726,1397.5061,48,789.25304
5,139.27514,3075.5946,54,1009.3562
2,67.884774,824.24391,22,459.46134
1,75.950782,1246.0314,14,688.60004
2,113.50835,1424.2848,14,533.63928
4,91.093886,2247.8251,31,850.48488
5,177.95485,4152.0279,43,766.38212
5,139.36845,2734.1494,34,737.78153
4,117.49148,1637.5568,16,657.67781
4,104.80009,2741.1487,58,1019.4326
1,77.997601,507.33764,28,556.05215
4,107.89646,1861.1846,26,680.04081
4,109.62562,2731.8878,60,894.58774
4,103.93813,2558.3103,46,1015.8982
1,109.56419,1742.5484,53,771.36162
4,135.56361,4121.2481,47,967.12514
5,156.54548,3360.9251,33,672.46484
5,85.39564,2878.8148,38,561.50768
5,140.07484,3096.0953,46,824.27013
4,86.345342,1922.5419,21,567.38806
3,87.513812,2556.3407,33,819.6955
5,136.79718,2663.6846,36,784.65288
1,58.307356,1184.7405,18,370.88935
1,58.674756,964.21371,50,798.83429
3,102.55933,1846.0007,35,675.15604
2,101.11685,1021.7741,51,970.33356
2,94.468706,1018.0438,25,642.12416
1,68.452626,1216.0159,46,655.67364
3,131.25336,2142.5064,58,892.83601
5,114.74821,3001.2835,22,612.50375
4,85.051738,1491.5168,28,455.79254
5,160.30587,3614.6751,43,873.67057
1,94.671684,1112.3141,25,797.1377
5,144.82863,3793.0703,20,477.05691
1,60.530478,946.89446,23,510.35512
5,151.02445,4141.6579,21,614.82893
4,69.969572,1457.4709,20,631.07554
1,63.6364,794.29115,10,203.32543
5,122.49844,3404.1752,57,992.53035
5,145.577,3550.3611,45,767.65227
1,65.344107,691.95251,8,193.05381
5,104.10246,3218.3436,19,479.50673
3,69.632455,1349.7044,56,769.97931
1,78.16055,1232.1385,19,417.38289
1,66.295637,635.21358,35,556.97132
1,110.81712,1834.4096,4,482.85361
3,82.885222,2176.0382,18,687.94558
2,77.766981,1299.7929,22,470.49897
1,106.31073,1549.0064,5,441.48246
2,74.730681,1600.1892,51,888.00118
4,89.660077,2844.7455,58,890.12742
3,111.87107,2305.5425,35,872.45128
3,72.45858,1534.8874,26,731.56218
4,98.912302,2412.1888,59,793.61065
1,65.641579,500,7,449.31175
4,100.18532,2236.6928,40,850.03691
3,101.2408,1938.7065,38,672.89213
2,59.421032,500,23,326.86306
2,122.91004,2075.6317,50,764.13189
1,72.087278,1633.152,31,573.18393
2,68.636425,899.52337,54,867.19777
2,65.006392,1241.0563,15,700.9975
1,62.01499,1290.2608,36,494.30482
4,145.7733,3432.3076,53,1153.2646
4,114.11044,2406.5541,27,660.21609
3,88.177385,1529.9707,58,881.40591
5,145.70472,3487.9826,41,893.33977
2,77.342694,1854.4671,35,585.52999
5,145.29904,2997.9048,38,714.44193
5,137.36268,3907.7206,24,660.38965
1,65.010496,632.7303,27,583.80883
4,76.916229,2332.3616,60,838.13134
4,91.253718,2426.4739,61,949.35494
4,94.434169,1464.8791,32,667.72299
3,98.442447,2151.3679,26,367.66349
4,88.140767,2271.8555,39,786.3198
4,86.376795,1518.1931,31,573.12666
3,88.290638,1606.8135,27,517.63025
1,69.869059,1281.6087,17,646.24447
3,81.429491,1201.7333,10,415.28712
3,89.573861,1459.1868,34,679.61866
5,133.36694,3130.4987,37,816.44105
5,134.06275,3914.4761,43,840.2201
1,92.970184,500,7,430.60962
5,115.53634,2788.9795,34,700.17269
4,104.03897,2751.1762,26,510.22554
4,74.198311,1970.6129,57,852.65481
3,118.76893,2025.3184,17,391.94689
1,83.147238,972.74809,46,806.91896
3,85.283729,1738.423,29,615.95571
5,125.59341,2830.3069,42,794.816
1,93.996155,1235.7278,6,329.69132
1,84.719362,1022.5854,42,743.57028
1,33.397656,855.73541,17,363.97307
4,99.212538,2113.9734,54,1069.2421
3,74.436578,1224.2765,13,494.93477
3,90.26706,1223.8981,33,624.43122
1,72.991967,779.06478,33,621.60153
4,148.46203,2805.6884,46,874.30463
1,112.15344,1926.8167,46,756.78908
3,82.60344,1367.4457,17,649.37309
5,99.959437,2788.102,56,855.28303
5,126.14763,2239.861,46,1061.249
2,78.248386,1720.8682,38,699.96044
3,94.931102,990.51496,14,564.75405
1,82.206863,749.92018,30,592.15415
3,114.85206,2056.6362,29,605.7887
2,87.412613,1911.538,29,571.56932
2,106.92941,1626.1468,40,740.79149
3,112.28075,3292.6392,55,916.83881
2,95.551841,2015.1805,10,457.13275
3,64.31885,1596.0381,22,621.6186
1,67.377824,955.13827,10,324.49823
3,61.613727,1565.9513,56,981.40344
4,117.81271,2519.1182,40,713.83539
4,133.32796,2407.4905,54,1097.358
3,112.17257,2160.9925,30,499.70195
4,106.48581,2597.3596,58,1095.6557
1,72.585972,1458.235,30,633.97253
2,102.46153,1770.7367,13,389.24961
4,137.71613,3008.7917,49,867.84147
4,109.21083,2618.0092,59,982.98332
3,129.37493,1810.7348,32,860.39283
5,127.36259,3419.1795,35,692.90349
5,90.176715,2740.5903,48,803.03191
1,70.520568,503.55452,29,762.07195
5,104.82266,2470.704,31,737.34031
3,102.20761,1547.8279,34,616.00934
5,116.13403,3303.5551,20,698.73159
2,98.885677,1071.5504,22,621.49366
4,126.70532,2920.1195,20,498.54467
2,110.75117,2139.8236,9,425.24763
4,109.18633,2989.9777,23,798.83309
5,113.93417,2269.0152,36,832.35832
5,140.70914,2719.4543,20,706.54934
4,114.52723,2746.8588,62,1120.4377
1,88.623895,1648.901,27,490.4555
1,84.310733,640.03038,19,613.16046
3,90.172699,1781.4632,27,623.22551
5,153.95181,3480.8941,58,1108.487
3,81.783643,2276.3823,29,485.07768
5,142.92526,3154.3073,22,646.56033
3,83.72468,1740.4168,40,779.36609
2,98.964489,1814.6863,19,543.83302
2,97.464168,1149.731,26,786.60567
2,70.057991,1486.4313,10,422.52748
3,97.099763,2501.2192,19,496.43938
2,30,773.91331,10,553.52812
4,110.94387,2476.9288,59,956.85717
4,128.05341,2860.9054,48,892.99305
1,82.419858,1585.124,39,757.38227
2,100.34561,1313.6879,10,491.89369
4,95.859916,2293.7897,54,989.12917
1,97.928626,500,45,853.67633
5,95.605237,2166.579,48,925.69757
5,150.64443,3480.5346,18,569.5984
1,122.39514,1299.9764,49,1130.328
5,116.07664,3241.7321,32,597.01989
4,98.660386,1878.6284,33,730.00305
3,98.595896,1841.0184,52,743.56658
3,81.303081,1823.7226,23,542.8876
3,89.284948,2504.8483,35,801.60725
3,110.28234,2339.1248,18,531.38435
1,88.070174,1370.0377,53,681.39166
5,133.38504,3338.2646,54,1079.8224
3,107.53568,1989.6027,51,606.77209
3,102.75501,1529.6071,31,647.17611
1,100.22131,1730.6154,13,387.67133
4,102.72141,2069.0498,43,1099.5223
5,127.29477,3327.5271,53,996.40395
3,67.586925,1778.8197,16,646.61543
3,110.4052,2398.4621,12,382.88426
3,99.128773,1937.3532,21,541.49525
1,76.261683,500,21,743.86139
2,95.415075,1707.6166,20,661.59137
3,96.790147,1658.9122,48,649.50824
1,80.648585,500,33,572.80861
3,85.004365,1847.1385,24,422.90184
4,115.61127,2569.675,57,1167.223
5,99.755558,3265.8415,48,755.79091
4,111.60917,2963.7815,27,599.63248
1,66.631124,1313.4279,42,715.71199
4,115.21937,2224.431,20,669.3948
4,127.1171,2750.1926,22,599.02497
5,108.60395,2600.1017,51,902.52536
2,94.89752,1372.2263,21,626.35211
2,89.53401,1484.9119,30,496.81078
5,138.64998,3445.4153,43,856.70138
1,71.680107,662.02344,46,569.37938
3,81.512261,2065.9622,59,1007.3322
5,118.14254,3166.7395,36,647.45612
1,104.49148,1574.203,19,304.58449
3,81.454152,1297.3471,41,730.73342
3,100.62744,1991.3038,30,772.1547
1,74.705482,506.90253,19,664.51802
1,64.927201,784.96525,50,731.19419
5,138.36562,3590.7764,42,838.66437
5,103.37506,2945.3544,31,650.44595
1,100.99591,1957.5483,24,699.52007
4,81.395065,2185.7999,19,542.57608
5,135.06145,2724.461,48,988.46784
2,78.914638,1553.7353,26,436.6474
5,148.6068,3325.116,27,724.813
3,117.22986,2475.1047,46,698.39524
3,69.692712,988.0003,35,873.89205
3,96.969155,1995.4815,48,963.93694
3,106.20906,1658.2377,10,653.24068
4,118.93068,2482.2915,23,602.12399
5,91.859751,2509.209,27,512.46886
5,105.39531,3115.1112,61,1035.1766
5,153.47201,3829.0439,25,703.65888
2,98.445004,1398.2966,19,702.48133
3,116.44364,2654.1502,15,533.10614
3,112.86544,1267.0515,40,820.3644
3,90.637379,1612.3794,47,780.88709
4,144.53651,2887.1824,38,941.70231
3,104.4124,1798.0425,37,908.5539
3,85.945267,989.25031,26,655.27203
4,114.22435,3152.4172,48,1000.2168
1,80.166485,826.62614,34,691.3711
1,90.06801,1150.8224,31,684.60348
4,103.91212,2351.1151,41,869.56196
5,97.427663,2864.5961,43,686.88206
3,115.81234,2341.6046,30,495.86101
2,63.579202,1119.3909,23,604.81871
3,77.021945,1606.4688,38,801.16302
2,101.80837,2154.3126,7,453.22592
1,71.535853,833.28589,18,487.24757
1,61.60459,694.83343,10,430.09105
2,111.88567,1891.162,38,956.37761
3,81.782437,2561.6655,45,748.97275
5,146.44506,3358.2878,16,448.53937
5,99.027934,2908.6991,19,624.23573
1,105.67139,1789.3049,20,449.28823
3,74.976819,1380.3808,26,690.52599
3,64.397165,1554.6998,58,999.11944
2,96.347434,2293.0237,26,491.02456
5,139.40542,2725.9199,43,820.90043
4,88.874334,1689.6952,48,776.60967
3,115.91268,2071.5905,28,469.9942
3,119.69813,2569.9505,55,964.6139
4,98.874272,1714.2556,39,950.08551
3,97.428376,2127.0976,14,567.92395
2,98.162772,1715.4471,22,492.29545
5,130.13722,3340.4718,26,561.98577
5,114.52758,3129.1329,25,629.52988
3,119.74954,1403.7738,55,960.79141
1,84.800523,1677.9215,7,422.87779
2,107.1639,1286.147,29,640.35169
4,99.722442,2345.4952,37,597.16593
5,84.595673,2899.0474,34,672.36126
1,59.840325,1119.3389,7,519.77034
2,66.066364,689.50645,18,242.38565
5,140.86912,3262.1228,57,991.90656
4,119.50392,1999.162,26,751.39754
1,70.314779,500,41,556.68997
4,115.32386,2414.278,52,1067.4045
2,60.816746,990.48163,28,535.2461
5,138.94302,3098.2959,63,1095.3497
2,62.470268,1307.8873,34,671.00448
1,67.559198,1204.4954,43,790.19985
2,85.284522,864.14798,12,404.67801
4,95.773366,2522.7633,58,1023.6032
3,128.71164,2175.614,20,637.15533
1,33.557791,500,9,409.43843
2,111.15963,2113.8983,26,778.66663
4,123.99425,2689.3337,19,408.86116
2,116.63702,1983.3232,51,1076.8845
3,112.04308,1732.7462,15,507.69572
1,82.754891,872.80127,27,566.72185
1,91.724491,500,6,621.86865
4,72.967718,1253.5786,60,813.14464
4,96.558812,2501.3808,24,382.92443
4,107.9126,2469.4143,46,982.10221
3,118.83314,2215.8718,23,539.07107
4,116.77171,2476.1515,20,663.24264
2,81.013849,1439.8601,15,511.13045
2,70.828196,1135.4913,25,370.89461
1,48.49638,500,41,518.67308
4,96.087585,2385.5535,59,854.70786
3,77.746413,1970.8963,27,698.71285
5,134.65969,3391.5518,38,771.69856
5,98.581737,2570.8259,29,684.69889
4,106.74632,3474.8523,29,716.31798
1,56.000857,1990.8092,28,523.75467
2,100.09364,854.93296,47,801.3416
4,110.94944,2217.7211,17,397.45097
5,96.366379,2649.5501,20,538.20847
3,104.72498,2603.9486,11,491.94379
1,92.128311,1056.2597,35,606.78348
1,111.55731,1369.909,10,538.29906
1,72.69683,500,5,440.00293
4,155.44212,3713.6421,56,833.8431
5,167.29914,4007.5343,18,538.18739
4,111.81032,2609.2654,55,967.7587
5,133.99452,2920.8437,23,492.06054
5,97.254827,2874.3461,51,828.6715
1,30,500,17,263.68058
5,128.96354,2751.1257,20,633.29871
1,74.973173,1208.7943,6,512.02569
2,114.53339,1495.4443,15,489.33828
1,121.97698,1628.181,20,545.46548
3,57.510496,1301.8033,19,541.09179
3,117.24021,2434.3582,29,654.8803
5,130.84924,3432.5505,16,430.13123
4,128.99993,3155.4783,26,765.7684
5,116.77556,2999.1214,51,849.40991
5,115.52005,3013.6396,21,535.07831
5,154.97623,3421.5976,38,757.97246
1,86.72824,1285.672,30,640.39527
3,92.856084,1935.5835,28,757.72765
3,78.297545,2258.9848,23,575.14312
5,103.82153,2799.5999,40,626.33677
3,59.929797,1092.6782,52,741.30687
4,91.007428,2135.0115,42,798.56612
5,129.49651,3415.42,55,861.06581
3,82.813622,2166.288,16,402.26031
1,81.236568,912.20904,48,703.32829
5,124.69904,3200.181,61,1046.8549
4,119.02682,2419.2192,26,769.40546
2,94.093877,1270.5041,10,557.15923
4,111.82341,2602.3567,53,899.59518
3,92.42533,2434.0087,32,711.2325
2,106.46498,1515.0145,31,464.776
5,108.79145,2801.5084,63,1102.6957
4,113.17795,2494.0703,19,505.46833
5,123.78915,2959.0617,59,991.2835
2,110.48346,1742.9033,7,464.8018
1,60.214285,791.0865,45,477.18925
4,110.74307,2418.0299,57,1038.5744
3,87.669125,2413.5652,33,617.12187
1,85.037169,841.03363,37,885.43143
2,77.700299,2165.26,15,348.02716
2,100.90216,2419.3243,50,900.06166
1,78.171771,1132.7414,40,756.29046
4,143.66246,2743.8638,31,724.57844
4,118.2543,2465.6449,58,845.19758
1,78.206046,1520.0056,47,613.35046
3,95.90593,1777.9071,47,718.1717
3,103.39076,1923.7036,12,565.49921
5,133.17948,3069.5653,24,577.14595
5,127.75568,2978.245,65,1076.9379
2,93.289012,2042.2216,37,564.66287
3,102.28835,1596.7822,31,663.68445
5,134.75062,3390.2791,54,958.86086
1,67.603907,1335.3996,52,750.49446
3,126.77549,2208.1954,43,858.65494
2,33.627344,514.73884,43,488.02546
1,69.377475,922.44919,4,424.86193
1,55.806209,500,35,770.75584
1,74.479702,1234.7432,28,726.71537
5,139.54689,3295.5941,45,1025.2592
3,65.645026,1427.7673,52,716.92306
1,95.296926,1061.6443,28,632.96001
3,116.13278,2848.4538,42,806.52473
1,77.555742,1607.5058,51,690.03347
1,53.329446,510.838,15,536.45422
4,113.86165,2795.7472,27,770.94767
2,83.796173,1187.4201,41,956.03576
1,57.754647,500,46,537.76576
4,104.93826,2951.3106,40,621.72959
2,85.399952,1915.2252,37,656.57561
3,106.9383,2076.4651,33,647.84877
2,106.76948,2475.0042,24,808.75373
2,90.382648,1640.6081,13,456.78411
1,65.953818,892.38228,36,721.25972
3,124.05955,1686.0566,56,876.13247
3,69.756418,846.8821,12,537.11306
3,79.801548,1206.6558,14,302.54906
5,133.57465,2996.0841,24,628.09942
5,136.43585,3243.2967,18,609.67852
1,80.24409,500,52,725.73724
4,94.661475,2476.833,37,730.63558
4,124.06509,2355.4956,18,508.49836
3,80.088278,2116.852,33,628.76302
4,99.419317,2585.187,62,1017.5864
1,89.180558,1320.9429,18,546.23072
4,89.958511,2110.539,60,770.37279
5,168.07591,3751.9317,41,880.67614
4,117.50413,3006.2762,59,948.32577
4,105.83616,2496.9941,33,615.39079
5,106.79311,3216.6348,49,1032.5503
1,52.280756,600.81744,25,421.15425
5,93.446055,3299.189,52,809.53454
4,149.21518,3275.3793,20,486.26931
4,106.95529,2789.7512,58,862.5843
5,152.0318,3175.8501,18,593.01712
5,143.19888,4100.1152,47,859.91177
3,147.63301,2828.7363,20,748.55274
1,90.226518,1059.5088,49,881.25312
4,82.708742,1336.322,13,419.0453
1,68.132995,1033.9487,50,884.18669
4,133.67841,2626.0979,15,243.98052
3,64.750416,1054.821,12,464.15025
5,152.47496,3000.0953,50,856.86789
3,114.28701,2123.837,26,554.77183
4,105.60918,1664.1417,49,791.02916
2,93.983741,1249.742,27,565.02215
1,64.619141,619.00165,27,517.52789
5,143.02672,3064.2251,33,842.18252
3,138.13565,2259.342,55,943.75036
4,125.89079,3204.4073,37,685.03759
3,108.96606,2102.1509,19,664.68854
1,115.45078,1526.1784,27,561.29149
1,89.466995,1461.2149,7,571.83649
2,95.652385,1897.8132,45,858.53417
4,130.09621,3558.5926,25,679.04178
2,113.6163,2208.0833,18,696.90397
5,146.97896,3168.977,57,917.70761
4,106.57917,3383.6,38,731.4684
3,133.94153,1756.1264,37,960.1033
3,111.59558,2555.2947,36,580.66466
4,123.3967,2594.1905,35,602.24458
2,91.982058,1195.5496,22,724.12415
1,70.1181,869.30924,39,833.7034
1,61.520372,726.44903,34,555.94338
1,82.445715,500,18,645.26212
2,78.940087,1187.6691,45,655.70453
1,80.516908,1531.9737,42,744.34582
5,119.1982,2731.9141,30,770.74087
2,100.87303,1717.1406,54,890.79814
3,93.683564,1833.3284,51,938.50088
5,123.81123,2436.6963,36,729.93838
2,78.283883,1645.0438,16,377.21816
2,95.663286,1616.1931,27,660.16939
2,85.093944,1757.146,43,699.94867
3,76.980074,1651.5604,52,832.32393
5,144.30174,3471.9106,35,844.64885
3,114.74546,2690.8571,36,524.09488
3,113.04847,1770.7865,48,941.10284
1,76.890888,1515.6904,28,560.34635
5,138.33011,2833.8829,18,501.02101
2,89.95311,2004.2131,28,446.69065
3,145.64271,3139.2977,34,715.28984
1,40.088199,980.4023,29,675.99482
1,86.895835,1089.5785,43,870.11412
3,104.77864,1619.2928,54,833.96717
2,84.93939,1407.5977,11,409.73121
2,100.57898,1747.5515,29,782.64896
3,108.03461,2450.9959,42,888.04903
3,91.30027,1633.3971,55,899.95384
4,113.66491,2247.1212,16,603.81128
2,106.69806,2084.5204,45,873.33992
5,134.53527,2478.4642,18,762.77894
3,93.186604,2095.7034,35,833.52397
3,92.039987,1756.8691,59,832.01182
3,91.555178,1803.8874,25,585.27558
4,89.013073,2095.5481,57,967.07463
5,120.53133,3253.3096,49,826.53582
5,91.649092,2420.8375,63,856.52585
2,68.542191,998.55325,23,609.51368
3,119.85689,2141.8895,40,867.75438
1,46.365204,500,46,549.51441
3,109.08232,2213.4101,37,773.04768
2,96.780588,2227.3009,12,310.03922
4,98.075849,1650.1552,61,936.58351
4,124.64591,2723.6431,61,1042.394
5,110.17672,3337.102,55,1021.7376
3,68.643366,909.25435,24,405.15689
3,124.19181,2181.1162,26,653.29734
5,110.49584,2298.8801,50,910.37489
3,102.363,1508.6287,21,647.62996
3,112.67228,2276.8896,37,693.19678
2,102.01219,1943.051,41,785.39643
3,127.9256,2216.7459,31,762.20719
1,94.47649,1087.8354,47,753.30862
3,102.83927,1790.3283,20,545.70426
5,74.784715,1868.9401,62,1030.2025
2,80.928602,1484.3225,45,810.42113
5,75.779117,2870.4939,60,926.86664
1,93.157703,1556.4551,4,384.08834
2,88.170492,1725.5458,36,749.08956
1,67.161653,579.16122,40,753.32408
1,34.915328,500,29,504.95529
4,152.22218,3300.8088,31,625.08434
1,57.94413,980.77359,51,643.93384
5,156.01529,3142.9244,20,806.50796
3,114.36473,2401.4066,14,446.41833
5,142.05118,3239.9432,45,885.79901
3,85.693865,1635.2284,56,888.08936
2,128.37922,2322.3052,47,761.23943
3,74.070582,2167.0398,45,801.76988
2,48.87319,800.60998,41,670.06481
4,74.484691,1596.6398,15,452.31184
2,134.42428,1914.7879,39,795.13145
4,145.86881,2883.3161,54,1077.2266
2,105.53056,1999.2662,45,761.27552
5,94.983069,2893.462,29,587.47694
4,87.910011,1652.9053,43,718.98021
1,113.3406,2040.4249,5,358.35701
1,60.252131,860.31725,19,570.54361
5,125.82037,2949.1636,23,820.43487
2,104.0455,1230.502,48,975.50569
4,88.44318,2347.4654,32,657.40837
5,142.45486,3221.811,31,590.34822
5,127.27707,3489.7309,58,1027.6241
1,85.366206,1200.4564,5,302.45308
4,118.78393,2783.9841,23,472.41911
4,108.16771,1966.1431,35,834.07629
1,102.12281,1403.4236,33,865.15047
1,66.073581,841.8988,8,236.79561
2,53.185503,814.402,37,627.79901
4,92.620318,2526.0915,41,344.2469
1,88.584872,1680.4033,19,550.06427
4,139.47006,2905.7581,21,698.3822
3,101.22605,1965.6297,38,495.14401
3,107.01044,2344.4932,37,738.60102
3,97.307135,2178.1117,37,639.43342
2,112.14995,2044.7583,33,703.17086
1,73.319066,500,7,461.31874
5,131.67519,3058.7618,64,1103.2515
2,75.672661,1812.0189,30,563.1453
4,123.71306,2758.776,52,831.13999
4,130.69474,3418.4132,30,749.88537
5,135.81126,2843.9122,42,874.54791
1,77.129826,1294.5414,19,558.93132
1,69.447553,665.10503,22,674.65282
5,138.32306,3828.9095,61,1177.7371
4,119.77106,3378.8471,55,956.7751
3,70.096678,1426.5404,55,956.43169
1,76.134088,1183.7305,14,374.58827
1,76.681974,1547.9218,47,757.0869
4,162.73348,3488.137,62,1225.388
1,98.614418,1355.7405,8,328.7408
4,122.35911,2351.9925,14,603.76767
4,124.91088,2348.2362,23,711.13047
3,64.686923,1368.5402,33,520.83514
2,96.958081,1933.4248,39,956.91677
4,102.12975,1812.6667,45,844.13141
2,30,817.62841,39,559.81075
3,104.96072,2188.8448,23,740.82829
3,123.82037,2538.1762,19,520.93417
5,134.38252,2724.6368,48,717.44543
3,98.516595,2556.7,38,875.61441
3,78.681481,2019.2613,59,835.9119
2,60.443073,1134.3882,36,478.43644
1,50.295179,708.45554,8,352.59906
3,81.480768,1083.2546,19,387.27526
1,56.47269,500,11,281.94612
5,112.19735,2320.9215,30,795.78252
5,111.56304,2750.56,31,545.84725
4,110.89704,2727.8958,53,668.78123
5,113.28199,2134.111,54,868.61926
3,130.66951,2231.6023,26,747.8973
5,149.62051,2981.0723,47,806.36636
4,143.89154,3386.8711,54,894.28638
2,111.62816,1924.9147,37,778.20297
5,128.065,3048.4727,30,687.82748
3,133.2034,2796.0637,16,812.46295
4,119.77161,2658.8306,15,526.94254
5,107.27001,3140.883,35,724.91654
1,61.933239,1147.2864,24,619.38475
1,73.299546,500,43,630.73513
4,118.1486,1965.0444,36,647.76438
4,98.631279,2338.2389,45,720.39786
2,74.775011,1317.2239,33,573.78765
4,103.5773,2797.8471,22,519.52682
4,140.03013,3501.3962,37,768.93484
4,130.44739,2706.0545,32,724.60586
2,90.79048,1925.3909,37,830.78866
3,67.696034,2188.9973,32,677.35985
4,123.02039,2642.4081,32,770.68144
4,86.349738,1912.6823,43,822.35467
2,92.194436,1416.502,39,743.35222
3,85.579322,1792.0554,49,807.60878
4,107.85348,2484.2114,45,789.1098
4,113.16387,2509.6093,15,516.81824
3,103.76443,1786.1424,10,342.27178
3,85.039222,1830.9991,30,701.54051
3,123.34189,2553.5724,41,671.64396
1,89.019139,643.26332,9,309.14574
1,116.69303,1816.2595,27,772.11532
5,136.34534,3688.3882,61,1075.7503
1,73.635042,688.90316,9,388.06355
5,128.97494,3448.786,24,764.52537
3,77.760407,1261.11,53,863.84665
1,65.209135,984.2042,10,208.9479
4,153.14281,2592.6505,21,552.99949
1,82.532104,1156.6312,25,668.85227
5,156.85198,3808.3592,18,635.58774
4,134.28837,3310.0338,19,516.46454
4,147.31905,2769.3523,60,1232.8496
5,76.943142,2171.5756,27,649.92679
